,0
0,0.981334328651
1,0.999983429909
2,0.0593256242573
3,0.999998688698
4,0.999978423119
5,0.848685085773
6,0.282144755125
7,0.821338057518
8,0.157428473234
9,1.0
10,0.584349751472
11,0.996913552284
12,0.999999523163
13,0.431547284126
14,0.967648983002
15,0.999844193459
16,0.671919047832
17,0.956865489483
18,0.52335870266
19,0.999994635582
20,0.991756975651
21,1.0
22,0.981197416782
23,0.999882340431
24,0.575332939625
25,0.382252752781
26,0.999787271023
27,0.538345813751
28,0.619169652462
29,0.453569144011
30,0.999997496605
31,1.0
32,0.995162606239
33,0.359587192535
34,0.951842427254
35,0.346499592066
36,0.642424464226
37,0.204365685582
38,0.999766290188
39,0.99999666214
40,0.992778003216
41,0.909614622593
42,0.861488223076
43,0.999660730362
44,1.0
45,0.999966979027
46,1.0
47,0.501316905022
48,0.999999880791
49,0.955195605755
50,0.44744759798
51,0.354313999414
52,1.0
53,0.999988913536
54,0.46601498127
55,0.837861537933
56,0.999230861664
57,0.795036256313
58,0.951324164867
59,0.481813818216
60,0.0930319726467
61,0.99950838089
62,0.999999761581
63,0.105152837932
64,0.98916888237
65,0.744267106056
66,0.91869866848
67,0.956773042679
68,0.457882851362
69,0.603382468224
70,0.805766284466
71,0.699228405952
72,0.999945759773
73,0.999818265438
74,0.813562572002
75,0.719971835613
76,0.995472967625
77,0.981371581554
78,0.978273808956
79,0.997849345207
80,0.999338805676
81,1.0
82,1.0
83,0.995431303978
84,0.999991416931
85,0.999990105629
86,0.993778884411
87,0.999692082405
88,0.376915544271
89,0.998011350632
90,0.698344111443
91,0.612191438675
92,0.994103133678
93,0.999999642372
94,0.999393105507
95,1.0
96,1.0
97,0.811319410801
98,0.61280465126
99,0.651852786541
100,0.251298815012
101,0.26747456193
102,1.0
103,0.999758422375
104,0.999979138374
105,0.999999403954
106,0.678426623344
107,0.107544086874
108,0.995574712753
109,0.723481953144
110,0.997754871845
111,0.999999761581
112,0.985602080822
113,1.0
114,0.448635399342
115,0.982451498508
116,0.999999761581
117,0.999944090843
118,0.230680152774
119,0.972383797169
120,0.999733746052
121,0.449357807636
122,0.330069154501
123,0.999995231628
124,0.122196726501
125,0.991354525089
126,0.999571025372
127,0.999943852425
128,0.348089337349
129,0.693871080875
130,0.952806890011
131,0.473918199539
132,1.0
133,0.999527573586
134,0.578519999981
135,0.67051845789
136,0.615353703499
137,0.999991416931
138,0.996585488319
139,0.998867034912
140,1.0
141,0.368530184031
142,0.284444510937
143,0.99985730648
144,0.145283520222
145,0.613885104656
146,0.551876485348
147,0.953197479248
148,0.490054726601
149,1.0
150,0.9991735816
151,0.961819767952
152,0.19055840373
153,0.645697653294
154,0.387414932251
155,0.285786271095
156,0.907893002033
157,0.962226748466
158,0.310376107693
159,0.274842321873
160,0.999999880791
161,0.742565870285
162,0.535128414631
163,0.142355695367
164,0.646881818771
165,0.611817002296
166,0.999510169029
167,0.189945071936
168,1.0
169,0.904850721359
170,0.986432254314
171,0.999996781349
172,0.999983072281
173,0.411014229059
174,0.997674643993
175,1.0
176,0.998958945274
177,0.999999880791
178,0.232768803835
179,0.997211396694
180,0.999616146088
181,1.0
182,0.235508963466
183,0.663527071476
184,0.999993562698
185,1.0
186,0.184014439583
187,0.420669347048
188,1.0
189,0.285456061363
190,0.893573582172
191,1.0
192,0.832396268845
193,0.716306507587
194,1.0
195,0.79744386673
196,0.99998986721
197,0.365857571363
198,1.0
199,0.0669002905488
200,0.999999523163
201,0.998898983002
202,0.98286819458
203,0.999589979649
204,0.99996638298
205,1.0
206,0.259256929159
207,0.999697446823
208,1.0
209,0.249976992607
210,0.999999880791
211,0.433409869671
212,0.995819091797
213,0.999999284744
214,0.0718690007925
215,0.999992012978
216,0.406250864267
217,0.97516143322
218,1.0
219,1.0
220,0.989803433418
221,0.97688806057
222,0.965490698814
223,0.987558245659
224,0.998388767242
225,0.999987244606
226,0.981624543667
227,0.991439461708
228,0.610054552555
229,0.727057933807
230,0.999999761581
231,0.481648236513
232,0.759958982468
233,0.624792039394
234,0.99497127533
235,0.271990835667
236,0.998719334602
237,0.515875816345
238,1.0
239,0.99998664856
240,0.99385625124
241,0.169822499156
242,1.0
243,0.89178776741
244,0.999999046326
245,0.352734833956
246,0.999976754189
247,0.999705374241
248,0.999155879021
249,1.0
250,0.575035154819
251,0.584882557392
252,0.314896911383
253,0.64892321825
254,1.0
255,0.968197107315
256,1.0
257,0.604780912399
258,0.356344431639
259,0.999942660332
260,0.999986052513
261,0.831473052502
262,0.503189086914
263,0.999312758446
264,1.0
265,0.149656146765
266,0.88126885891
267,0.85807454586
268,0.550908565521
269,0.62415510416
270,0.993381261826
271,1.0
272,0.996834695339
273,0.67607408762
274,0.982238531113
275,0.999279081821
276,0.999803960323
277,0.997885048389
278,0.903044402599
279,1.0
280,1.0
281,0.999915719032
282,0.999865293503
283,0.834657609463
284,0.267677456141
285,0.755685508251
286,1.0
287,0.999438583851
288,1.0
289,0.999731957912
290,0.998574018478
291,0.207070857286
292,0.999999880791
293,0.983375489712
294,0.999895572662
295,1.0
296,0.999559104443
297,0.999999403954
298,0.998711466789
299,1.0
300,0.88560962677
301,0.999496936798
302,0.394874334335
303,0.895115673542
304,0.11754104495
305,0.406144827604
306,0.997418522835
307,0.999999403954
308,0.99999153614
309,0.999985456467
310,0.999402403831
311,1.0
312,0.508050441742
313,0.608861148357
314,0.446922302246
315,0.99407440424
316,0.775916039944
317,0.999540448189
318,0.978016078472
319,0.993205428123
320,0.998413205147
321,0.999372541904
322,0.995067119598
323,0.998993217945
324,0.999999880791
325,0.829587519169
326,0.235283613205
327,0.999412059784
328,0.135322406888
329,0.999999880791
330,0.999999880791
331,0.99635219574
332,0.995489895344
333,0.999903202057
334,0.999805271626
335,0.481157630682
336,0.282238036394
337,0.999764859676
338,0.99999666214
339,0.992395043373
340,0.279913693666
341,0.997406899929
342,0.999252140522
343,0.135845124722
344,0.999999165535
345,0.99697136879
346,0.245803654194
347,0.0939033851027
348,0.582038164139
349,1.0
350,0.998580932617
351,0.996638298035
352,0.996981203556
353,0.999996185303
354,0.999826133251
355,0.474950700998
356,0.999999761581
357,0.171794503927
358,0.49703630805
359,0.999788701534
360,0.968901216984
361,1.0
362,0.589632868767
363,0.998986184597
364,0.999999880791
365,1.0
366,0.999990344048
367,0.988139212132
368,0.999981164932
369,1.0
370,0.95608496666
371,0.248799279332
372,0.545454859734
373,0.557004511356
374,0.430581659079
375,1.0
376,0.291516780853
377,0.995296537876
378,0.164537295699
379,0.999999880791
380,1.0
381,0.127462998033
382,1.0
383,0.999839186668
384,1.0
385,0.999995708466
386,0.998045563698
387,0.582640111446
388,0.999772131443
389,0.388256758451
390,1.0
391,0.376819580793
392,0.999985337257
393,0.999043524265
394,0.947836697102
395,0.997960329056
396,0.999851584435
397,0.871391236782
398,0.830095469952
399,0.539997816086
400,0.453779220581
401,0.999994277954
402,0.566603958607
403,0.969555437565
404,0.962055563927
405,0.999969363213
406,0.999995589256
407,0.998588144779
408,0.999298453331
409,0.390952348709
410,0.834504187107
411,0.999948740005
412,0.999907255173
413,0.485058426857
414,0.221996694803
415,0.672911286354
416,0.627476513386
417,0.462283432484
418,0.999995589256
419,1.0
420,0.608907401562
421,0.911688685417
422,0.999940037727
423,0.999999046326
424,0.633088171482
425,0.825054347515
426,0.615049302578
427,0.999764621258
428,0.999985814095
429,0.998899936676
430,1.0
431,0.645137488842
432,0.989208996296
433,1.0
434,0.390192002058
435,0.665071368217
436,0.461546123028
437,1.0
438,0.999684453011
439,1.0
440,0.747354984283
441,0.409399747849
442,0.999489188194
443,0.999998688698
444,0.847484707832
445,0.999698519707
446,0.0745833665133
447,0.303041189909
448,0.999992132187
449,0.996169388294
450,0.999999403954
451,0.0861102640629
452,0.423903346062
453,0.923254787922
454,0.382400155067
455,0.860291898251
456,0.999994158745
457,0.64068287611
458,0.117021769285
459,0.999974250793
460,0.40708771348
461,0.351965248585
462,0.999999642372
463,0.667017400265
464,0.999999880791
465,1.0
466,0.994203388691
467,1.0
468,0.999975919724
469,0.132144644856
470,0.999993443489
471,0.745568037033
472,0.999065339565
473,0.161695882678
474,0.999883174896
475,0.548527777195
476,0.999964356422
477,0.112640894949
478,0.33505782485
479,0.99999332428
480,0.544793903828
481,0.426435798407
482,0.622463285923
483,0.846063673496
484,0.451923906803
485,0.470524847507
486,0.597696483135
487,0.993153572083
488,1.0
489,0.901243448257
490,0.999805271626
491,0.999993681908
492,0.902465701103
493,0.95163667202
494,0.998079180717
495,0.999998688698
496,0.830253005028
497,0.503751218319
498,0.999592721462
499,1.0
500,0.205761045218
501,0.827188372612
502,0.953570783138
503,0.999999761581
504,0.999999165535
505,0.353570103645
506,0.538100361824
507,0.999808609486
508,0.734340846539
509,1.0
510,0.667753875256
511,0.999999642372
512,0.999427199364
513,0.99737983942
514,0.452821940184
515,0.993289291859
516,0.999931693077
517,0.999999880791
518,0.981717228889
519,0.891300261021
520,0.990252375603
521,0.299317419529
522,0.942110955715
523,0.998244285583
524,0.234080553055
525,0.999575078487
526,1.0
527,0.999997138977
528,1.0
529,1.0
530,0.999962210655
531,0.371795654297
532,1.0
533,0.999998450279
534,0.999984025955
535,0.726864635944
536,0.997873425484
537,1.0
538,0.640301823616
539,1.0
540,0.896217286587
541,0.164137467742
542,0.999972581863
543,0.686134576797
544,0.999858021736
545,0.99965274334
546,0.988755226135
547,0.962336659431
548,0.455015569925
549,0.993205904961
550,0.576515734196
551,0.255269467831
552,0.485072553158
553,0.774230718613
554,0.470025062561
555,0.999985337257
556,0.999999165535
557,0.347080379725
558,0.998598396778
559,0.246966436505
560,1.0
561,0.997804582119
562,0.0573028996587
563,1.0
564,0.561002075672
565,0.998553931713
566,0.624211668968
567,0.57933986187
568,0.386043637991
569,0.556564450264
570,0.999271690845
571,0.898561000824
572,0.418602496386
573,0.922944247723
574,0.437951743603
575,0.999954938889
576,0.385058820248
577,0.646858632565
578,0.992561638355
579,0.998336136341
580,0.999548852444
581,0.999963879585
582,0.139955878258
583,0.606000125408
584,0.696941971779
585,0.997644126415
586,0.615869820118
587,0.948781073093
588,0.739458978176
589,0.512732863426
590,0.966891348362
591,0.376503378153
592,0.479912757874
593,0.999999880791
594,0.999888062477
595,0.735047757626
596,0.2580088377
597,0.999999880791
598,0.631816327572
599,0.089636400342
600,0.999325037003
601,0.999999523163
602,1.0
603,0.999997854233
604,0.252918362617
605,0.999875664711
606,0.997922956944
607,0.999859690666
608,0.989226520061
609,0.205152720213
610,1.0
611,0.99999332428
612,0.238871082664
613,0.61369228363
614,0.660834372044
615,0.99939095974
616,0.999867677689
617,0.691384494305
618,0.999996900558
619,0.999690890312
620,0.998270153999
621,1.0
622,0.987098872662
623,0.999999880791
624,0.85480427742
625,0.997407734394
626,0.999196588993
627,0.999570071697
628,0.999818384647
629,0.758874833584
630,1.0
631,0.488344609737
632,0.999997973442
633,0.999973893166
634,0.999994874001
635,0.99981790781
636,0.631344079971
637,0.999987721443
638,0.547570705414
639,0.395688414574
640,0.999985694885
641,1.0
642,0.993262588978
643,0.631135821342
644,0.999907493591
645,1.0
646,0.999994158745
647,0.237303003669
648,1.0
649,0.999327659607
650,0.999959468842
651,0.900668263435
652,0.98008108139
653,0.685522556305
654,0.946616232395
655,0.999387145042
656,0.65451079607
657,0.378720551729
658,0.999645471573
659,0.158460482955
660,0.343301832676
661,1.0
662,0.637506902218
663,0.332595914602
664,0.969697535038
665,0.382316321135
666,0.999126136303
667,1.0
668,0.982333421707
669,0.954542160034
670,1.0
671,0.999940872192
672,1.0
673,0.886048018932
674,0.996736109257
675,0.995481729507
676,0.999999403954
677,0.998789489269
678,0.999761641026
679,0.999993443489
680,1.0
681,0.571340203285
682,0.26085460186
683,0.753792107105
684,0.929914593697
685,0.94608271122
686,0.680618703365
687,0.951732695103
688,0.997742533684
689,1.0
690,0.993314921856
691,1.0
692,0.901527822018
693,0.906136929989
694,0.837241828442
695,0.401099711657
696,0.999945402145
697,1.0
698,0.569376111031
699,0.999351799488
700,0.999999403954
701,0.412698060274
702,0.999625444412
703,0.999938249588
704,0.999950051308
705,1.0
706,0.207669362426
707,0.999961018562
708,1.0
709,0.556291818619
710,1.0
711,1.0
712,0.813118755817
713,0.356929063797
714,0.900512814522
715,0.974381148815
716,0.954661548138
717,0.0936259478331
718,1.0
719,0.523574411869
720,0.999836444855
721,0.997178792953
722,0.999274075031
723,0.999989628792
724,0.769893705845
725,0.998451709747
726,0.999964475632
727,0.990646243095
728,0.999806463718
729,0.988486647606
730,0.988217175007
731,1.0
732,0.997961640358
733,0.93488997221
734,0.998913884163
735,0.99895966053
736,1.0
737,0.823112249374
738,0.32190528512
739,0.994721055031
740,0.999377191067
741,1.0
742,0.9997356534
743,0.99906951189
744,0.376295477152
745,0.435825824738
746,0.998890697956
747,0.833420991898
748,0.141358807683
749,0.033962443471
750,0.997376799583
751,0.978006601334
752,0.435445189476
753,0.525340259075
754,0.472145110369
755,0.584512114525
756,0.996955156326
757,0.999992966652
758,0.171695619822
759,0.546490848064
760,0.994471669197
761,0.999996185303
762,0.999995470047
763,0.996634185314
764,1.0
765,0.999999642372
766,0.999999761581
767,0.80957710743
768,1.0
769,0.404900074005
770,0.884343206882
771,0.999999880791
772,0.999864459038
773,0.992677330971
774,1.0
775,0.351042121649
776,0.361710876226
777,1.0
778,0.617692053318
779,0.999999284744
780,0.993135929108
781,0.999371230602
782,0.766156196594
783,0.988366901875
784,0.872041106224
785,0.999990820885
786,0.332245320082
787,0.92398005724
788,0.0698901414871
789,0.748375833035
790,0.309617638588
791,0.688288450241
792,0.676681160927
793,0.212204053998
794,0.998440086842
795,0.988336861134
796,0.470336675644
797,0.276872068644
798,0.947568416595
799,0.793774247169
800,0.999990105629
801,1.0
802,0.51123547554
803,0.962546169758
804,0.977374851704
805,0.96030831337
806,1.0
807,0.999999642372
808,0.998505473137
809,0.989396691322
810,1.0
811,0.979933023453
812,0.994921147823
813,0.280321359634
814,0.999172210693
815,0.510894179344
816,0.999991893768
817,0.731530487537
818,0.999999284744
819,0.262981921434
820,0.99333101511
821,0.645531833172
822,1.0
823,0.665787041187
824,0.99823307991
825,0.510712504387
826,0.36987772584
827,0.21566747129
828,0.406632781029
829,0.999659538269
830,0.757807075977
831,0.484796583652
832,1.0
833,0.999999880791
834,0.523302555084
835,0.999999403954
836,0.99798822403
837,0.928731679916
838,0.997567296028
839,0.999999403954
840,1.0
841,0.999999761581
842,0.285686194897
843,1.0
844,0.992378592491
845,0.480374008417
846,1.0
847,0.444725364447
848,1.0
849,0.710898756981
850,0.999992132187
851,0.999605596066
852,0.99996984005
853,0.240419343114
854,0.560453653336
855,0.999720752239
856,0.593943297863
857,0.9924300313
858,0.811632931232
859,0.157157614827
860,0.183351799846
861,0.204918891191
862,0.602768957615
863,0.617578983307
864,0.891465008259
865,0.99998497963
866,0.540260672569
867,0.999815881252
868,0.527213573456
